Feature ID	Taxon	Confidence
ed8930aed9ccc63f5b22fd4229ef3361	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger_A_73129	0.9999999108011265
3ff1b953f476bdaff3200b6fe7a6680f	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Ruminococcus_E; s__Ruminococcus_E bromii_B	0.9868823886287258
ba04fcb36ac18cb34eec0b3eec71d234	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.9997560120728544
b7d839aa99a5ed92f7e573fe9b46f009	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.9999999999637105
8f3115ccf9f165edbf6db31a7cc59800	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Hominimerdicola; s__Hominimerdicola aceti	0.999912639226159
7e477e438d4f13d4453b78de5b79fec5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595427; g__Parasutterella_564865	0.9999999996689128
e8afdbb127d2a215680894c17b46ac50	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter_164117	0.7688842350994043
28122e04ec3fd0344659c8d74bd7d78b	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Fusicatenibacter; s__Fusicatenibacter saccharivorans	0.9999922878799149
24702fc35566f3d39a2bdc4d27386c69	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.9999970399265725
7bc2a7350ae41abbda03f2d0e1e02d99	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 merdae	0.9988741025272887
cbc76aafd3d20b21df4f571304a7dd4f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella sp003447235	0.9999999915994238
71d6c6e652b66dae31deef2874f3794d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A massiliensis	0.9982367798943885
9ed75a1580937886cdb648b270da8e65	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035	0.9985925573885109
d6f8088e54d9a25c5c01c01f3f7a52cf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 cellulosilyticus	0.9997901238986532
1016883ef095d4a51045a0df4cb636a9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruminiclostridium_E; s__Ruminiclostridium_E siraeum	0.9999998334462955
f1c029e5de1ec64632d49f211f70e46a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Fimenecus; s__Fimenecus sp000432435	0.9999986371594695
95e656eb74aa19e04ae15bf627859151	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia muciniphila_D_776786	0.9995974738606868
6583b706720f26ee1eb9675194260918	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 onderdonkii	0.9993071738239603
551417d528b02488b3a347612cb4300f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.999999999827941
d7fc481542a4ab5bb891fb72f4f45edb	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium_A_40086; s__Phascolarctobacterium_A_40086 faecium	0.9999997600850751
5dcf3164c9a2c22084aee282175da0f9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435	0.999999953523145
15c86024d5f9275cee1b7ef895c6d051	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira	0.999999715219396
707bd49b92513941c40540970f150a2b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 caccae	0.9996321251146174
58f2ce78cbfcd7032b29944c1434278d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 fragilis	0.9632808998801163
bc9bf1a40889177d64f30e43e79d74bb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204	0.9753436433112688
16f4a35be787e86fd84de4b0d3f637c1	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor acetigignens	0.9990214221369003
a2c2b01479011f18219d383177eb3432	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella rara	0.9999999973751557
107f3ef98d14f9dd35f6b089fb7a1ef2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.9999999994784773
c7dad10896f6c10619ec4d963d5a0d4c	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A; s__Dorea_A longicatena	0.9989562106928139
b99a5879168a9d117fdffb707e1f682c	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 fusiformis	0.9997698634479514
9db9a06c56127549f31f9cf25eed6fa8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 eggerthii	0.9999497490127169
fcacf2a112e4c2eb9b385b8949835179	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	0.9999999998589146
84b9752757d9862a7d8f8019e935aa15	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.9775815818800639
6d12b992ada4cf0fa4d75830f41125cb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_R_135822; s__Clostridium_R_135822 fessum	0.9995224266692413
98aaddfc3162f1cc9f308cc008748a28	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum	0.999069334891126
f248fb1f13afce08f0b0b7a42e05a734	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__PeH17; s__PeH17 sp000435055	0.999998202225338
0418f80ec804501235fc55d6a499dbb2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Hominicoprocola; s__Hominicoprocola sp900317525	0.9999980478357328
314b7ebb5e2a25c13dad6d1dc361ba5f	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 inulinivorans	0.9998794509170389
f1b860e90197edea21d3b76fea1b40c3	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__CAG-177; s__CAG-177 sp003538135	0.999991448217417
d0fff53faccb6022beda94e896ce1059	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 faecis	0.9999889922557562
7a2f03cd0290e9311d3d63ee4da8cf5d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.9999999998224316
e2b719898276496456bcc5b1e2a0d700	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595427; g__Sutterella; s__Sutterella wadsworthensis_A_565869	0.99999999997857
89a1afd927f3fa91c83020147fb3c521	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.9973571737969691
2b6a3d80cba0d2764d99fcd9259169c9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035	0.9999583705940647
2184f5a670c4111d8245237779f48073	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor acetigignens	0.9980043204828238
9e71bc700c79d61d56311dc767c623ba	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.9452370032669866
8be677b0d07f2544579e098bb938e7f6	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__TANB77; f__CAG-508; g__; s__	0.9997721158619528
6b0b8441595e1addeb4f99104145712d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Ruminococcus_E; s__Ruminococcus_E sp003438075	0.9990086386006831
c386b70146b5cf4192be227fdb986af7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 shahii	0.9925773914300159
2bc2997b5056a6f6942cf3cb9803fd65	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella	0.9999999962341771
c2a24b2bf1054f30445df4f33b05c7b8	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia biwaensis	0.9998762770546041
86db144d825816467646b1b782452ff4	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__Bilophila wadsworthia	0.9936782843077059
549a32b6214e250e0126024461797d3f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__	0.9982475750359845
2792f7e5c84a91ba5a549be947465cb6	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.9999968606025242
dd1fcfe75cc805495011832f101799f1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	0.9999999999936477
a83187eda2eaf938622d59851c601eff	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster sp000431375	0.9999976456267068
8f91b96053391e5075e4df93a09ce53e	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis	0.9999999706971896
f5f394f9e35141aac6139b69ce7884a9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A vulgatus	0.9969750770702361
94d6d2869da52523e35e988cba3352e3	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 hominis	0.9477080212708755
4dbf7f903fca9f88ac39deabaeae3f29	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 finegoldii	0.9970864396562776
3c26bb3b208f4a409e962d9892702581	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.9983257369353425
33704805d89a7a989b230daaf68de083	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A plebeius	0.9999957473278062
a26689b9f45c0407e418e9a44e3dc968	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__RF32; f__CAG-239; g__CAJLXD01; s__	0.9999999827346501
c6347bddee9e2a4578420fb0f45f72d8	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__SFEL01; s__	0.9664320183539974
f6f142f69dc9f53d67ec715da51c5bdb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__Angelakisella massiliensis	0.9999999924707481
428f935c090a8d5dcc4d0b11647af72b	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_121497; s__Coprococcus_A_121497 sp000154245	0.9999999773323227
659353e28aec82bb6d68dba560d6a84a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029	0.9301046042845383
8f3dc1cea5cfa8459373f46149bf2c2e	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Coprobacillaceae; g__Faecalibacillus	0.9999999999449607
cb3cf567d54b2f504615c8e649150f7d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A coprocola	0.999932625983634
78bc2d3b25b1135818b1992bcdae4e3b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__	0.9970016168488129
b3994014defe0697b62d79353d4fe75b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 communis	0.9999999922829801
b963d8eb9006f67dd1af6cb95028dd4a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	0.9999999999460414
2de419f4364b898fcc585909c717c5bc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A vulgatus	0.9972990808924728
397daa1ce0555b2d4342203262645a41	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Wujia; s__Wujia chipingensis	0.9999816696688005
af42f15408bdc6aa05de11427284e228	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerobutyricum	0.9999999998375118
a832b6c5aaf408fbc663867b1eef92ee	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Alitiscatomonas; s__Alitiscatomonas sp900066535	0.9999979795745109
23e65cb337c712e1a56e05636cf8b211	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Intestinibacter	0.9997931859611789
d17896be94a2fc2973abcdeef9cf0c0e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__	0.9802454894744825
2b9d023ccb98a3dfa96cd3d299e78919	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	0.9999999998839257
55b62d383a888110c580a25079f4351f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A plebeius	0.9999998559914861
6ec198f3a9a49a2713dfaa04b066198c	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Vescimonas; s__Vescimonas fastidiosa	0.9998578896083999
a15bcc383f5d7b553a3c3300b7300b05	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.9050744236302611
d3ffc4f425275f7e9d3ee7b4e3ae3c63	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__; s__	0.9999766552589047
8d1168edbf82205e6b23ad9f6c785889	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Dialisteraceae; g__Dialister_37762; s__Dialister invisus	0.9999822252771553
96398b77cd1fa5a3d4615f67d042ea5b	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-273; s__CAG-273 sp003507395	0.9369740835941046
92786b4be3790696a63ee90c964e38e3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__	0.9993049752831159
ce443bfe637475c7ddf0aa05a1a06e5c	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__CAG-217	0.9999786922464081
64d076afa105c5d78eacea8b57bb0c56	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella_B; s__Barnesiella_B intestinihominis	0.999999922653433
353166140935464de833519cc7c352eb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__	0.9998497125229778
1620924165d3c0ad3755369c5576973d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Butyribacter; s__Butyribacter intestini	0.999983368974935
a2f34a7aa4d4a7619393e469475da9ad	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae	0.9893444716135781
8cfaec510ef32f0e15a059dc30134564	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Butyrivibrio_A_180067; s__Butyrivibrio_A_180067 crossotus	0.9999955698668193
5ec84f205ac0f30b91cfcbf91bc0cbc6	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_F; s__Eubacterium_F sp003491505	0.963384936436411
ef23aa0fb6a49d9462f4ae81b17f449e	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T	0.9999973430222387
3b11c4e20cac69ab2574ad4c71f96447	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira eligens	0.9999998506020346
3dc9eb9515dcb1e05a0b9c6a1da76ecd	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger_A_73129; s__	0.9968351839437615
61b623fd28369ffd14e29c919ca759d0	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Limivicinus; s__Limivicinus sp002320035	0.997300658961711
4a3e3e092f457c3b5a566576007ab8ca	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella hominis	0.998672018242046
0b4cd5448cf473b6c526f7e2d3a3c913	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Brotaphodocola; s__Brotaphodocola sp003481825	0.8859277892324654
c878ea3979de4d780d7e3e9b37797c9f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.9997874436300381
69f0409f7821150281ace5ac31af3db2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Hominisplanchenecus_A; s__Hominisplanchenecus_A faecis	0.9999737275700953
a5721f2f8f767d5863f012b3ff848c07	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Vescimonas; s__	0.9814999347184892
d8480840615f22d0a1b1fff0892626c9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__	0.981606812231299
af94bfcdc482222ca77048d409601480	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Vescimonas; s__Vescimonas fastidiosa	0.9998011588848033
c0e49caca0f79d2661621dcc68841a0e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.9999999855445911
ec7aab10c7398bdde67a11488f11c1dd	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Butyribacter; s__Butyribacter sp003529475	0.9997279923065463
0f6a347633b7f4d1244f1f2d792529a0	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Huintestinicola; s__Huintestinicola butyrica	0.999999957753702
9285a33aa4ca613e81cce4982b540a0e	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira eligens	0.9999998911548774
224d5e368f6cffab1aec19e0e93f1c36	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__Lawsonibacter asaccharolyticus	0.959869444312835
f0d4bed0aed26e1104ba2fc752beb3dd	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_J; s__Eubacterium_J plexicaudatum	0.9999697399980625
c5711896f28518444fc5e1fd2ce99de0	d__Bacteria; p__Desulfobacterota_G_459543; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_446353; s__Desulfovibrio piger_A	0.9995303258733644
